<CdSiteHydro>;<CdStationHydro>;<TypDeGrdSerieObsElaborHydro>;<PDTSerieObsElaborHydro>;<DtObsElaborHydro>;<StObsElaborHydro>;<ResObsElaborHydro>;<QualifObsElaborHydro>;<MethObsElaborHydro>;<ContObsElaborHydro>;<FLG>
"Code du site hydrométrique";"Code de la station hydrométrique";"Type de grandeur de la série d'observations élaborées hydrométriques";"Pas de temps de la série d'observations élaborées hydrométriques";"Date d'observation élaborée hydrométrique";"Statut de l'observation élaborée hydrométrique";"Résultat de l'observation élaborée hydrométrique";"Qualification de l'observation élaborée hydrométrique";"Méthode d'obtention du résultat de l'observation élaborée hydrométrique";"Continuité de la donnée de l'observation élaborée hydrométrique";<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-01 00:00:00";16;7760;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-02 00:00:00";16;8600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-03 00:00:00";16;7760;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-04 00:00:00";16;7340;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-05 00:00:00";16;7340;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-06 00:00:00";16;7760;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-07 00:00:00";16;9320;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-08 00:00:00";16;10100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-09 00:00:00";16;10500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-10 00:00:00";16;11600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-11 00:00:00";16;19400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-12 00:00:00";16;25500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-13 00:00:00";16;29000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-14 00:00:00";16;27400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-15 00:00:00";16;27400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-16 00:00:00";16;26100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-17 00:00:00";16;23200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-18 00:00:00";16;22100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-19 00:00:00";16;28000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-20 00:00:00";16;68900;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-21 00:00:00";16;54500;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-22 00:00:00";16;33900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-23 00:00:00";16;34700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-24 00:00:00";16;36200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-25 00:00:00";16;31200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-26 00:00:00";16;31200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-27 00:00:00";16;32500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-28 00:00:00";16;38700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-29 00:00:00";16;58200;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-30 00:00:00";16;67000;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-05-31 00:00:00";16;71000;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-01 00:00:00";16;74000;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-02 00:00:00";16;74000;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-03 00:00:00";16;71000;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-04 00:00:00";16;70300;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-05 00:00:00";16;69600;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-06 00:00:00";16;63900;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-07 00:00:00";16;60500;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-08 00:00:00";16;62800;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-09 00:00:00";16;61700;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-10 00:00:00";16;59400;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-11 00:00:00";16;48000;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-12 00:00:00";16;46600;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-13 00:00:00";16;48000;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-14 00:00:00";16;49400;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-15 00:00:00";16;45200;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-16 00:00:00";16;34700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-17 00:00:00";16;28000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-18 00:00:00";16;24900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-19 00:00:00";16;26700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-20 00:00:00";16;28000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-21 00:00:00";16;28000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-22 00:00:00";16;29000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-23 00:00:00";16;29000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-24 00:00:00";16;30100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-25 00:00:00";16;30600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-26 00:00:00";16;33900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-27 00:00:00";16;34700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-28 00:00:00";16;34700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-29 00:00:00";16;32500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-06-30 00:00:00";16;31200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-01 00:00:00";16;31200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-02 00:00:00";16;28500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-03 00:00:00";16;25500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-04 00:00:00";16;22100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-05 00:00:00";16;19400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-06 00:00:00";16;18900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-07 00:00:00";16;17900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-08 00:00:00";16;17500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-09 00:00:00";16;18400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-10 00:00:00";16;18900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-11 00:00:00";16;18900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-12 00:00:00";16;18900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-13 00:00:00";16;18900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-14 00:00:00";16;17900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-15 00:00:00";16;16500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-16 00:00:00";16;14700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-17 00:00:00";16;13800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-18 00:00:00";16;13300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-19 00:00:00";16;12900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-20 00:00:00";16;12900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-21 00:00:00";16;12500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-22 00:00:00";16;12500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-23 00:00:00";16;12500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-24 00:00:00";16;12100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-25 00:00:00";16;11600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-26 00:00:00";16;11600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-27 00:00:00";16;11600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-28 00:00:00";16;11200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-29 00:00:00";16;11200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-30 00:00:00";16;11200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-07-31 00:00:00";16;12500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-01 00:00:00";16;12100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-02 00:00:00";16;11200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-03 00:00:00";16;10800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-04 00:00:00";16;10100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-05 00:00:00";16;9320;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-06 00:00:00";16;9320;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-07 00:00:00";16;8960;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-08 00:00:00";16;8600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-09 00:00:00";16;8180;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-10 00:00:00";16;8180;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-11 00:00:00";16;7760;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-12 00:00:00";16;7340;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-13 00:00:00";16;6920;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-14 00:00:00";16;6920;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-15 00:00:00";16;7760;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-16 00:00:00";16;12500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-17 00:00:00";16;10500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-18 00:00:00";16;10100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-19 00:00:00";16;8600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-20 00:00:00";16;7760;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-21 00:00:00";16;7340;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-22 00:00:00";16;7340;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-23 00:00:00";16;7340;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-24 00:00:00";16;6920;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-25 00:00:00";16;6920;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-26 00:00:00";16;6500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-27 00:00:00";16;6500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-28 00:00:00";16;6140;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-29 00:00:00";16;5800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-30 00:00:00";16;5800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-08-31 00:00:00";16;5480;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-01 00:00:00";16;4900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-02 00:00:00";16;4200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-03 00:00:00";16;4020;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-04 00:00:00";16;3850;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-05 00:00:00";16;3850;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-06 00:00:00";16;3850;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-07 00:00:00";16;3660;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-08 00:00:00";16;3660;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-09 00:00:00";16;3660;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-10 00:00:00";16;3660;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-11 00:00:00";16;3490;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-12 00:00:00";16;3490;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-13 00:00:00";16;3660;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-14 00:00:00";16;4410;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-15 00:00:00";16;3850;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-16 00:00:00";16;3320;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-17 00:00:00";16;3150;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-18 00:00:00";16;3150;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-19 00:00:00";16;3000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-20 00:00:00";16;3000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-21 00:00:00";16;3000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-22 00:00:00";16;3000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-23 00:00:00";16;3000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-24 00:00:00";16;3000;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-25 00:00:00";16;3850;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-26 00:00:00";16;3660;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-27 00:00:00";16;3490;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-28 00:00:00";16;3320;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-29 00:00:00";16;3320;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-09-30 00:00:00";16;3320;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-01 00:00:00";16;3320;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-02 00:00:00";16;3150;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-03 00:00:00";16;3000;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-04 00:00:00";16;3000;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-05 00:00:00";16;5800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-06 00:00:00";16;4900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-07 00:00:00";16;4410;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-08 00:00:00";16;4200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-09 00:00:00";16;4020;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-10 00:00:00";16;3850;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-11 00:00:00";16;10100;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-12 00:00:00";16;9690;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-13 00:00:00";16;12500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-14 00:00:00";16;42400;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-15 00:00:00";16;32200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-16 00:00:00";16;38600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-17 00:00:00";16;44100;12;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-18 00:00:00";16;23500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-19 00:00:00";16;18500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-20 00:00:00";16;15300;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-21 00:00:00";16;13600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-22 00:00:00";16;13600;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-23 00:00:00";16;16700;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-24 00:00:00";16;14800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-25 00:00:00";16;13200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-26 00:00:00";16;12500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-27 00:00:00";16;11800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-28 00:00:00";16;11400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-29 00:00:00";16;10800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-30 00:00:00";16;10800;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-10-31 00:00:00";16;10500;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-01 00:00:00";16;10200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-02 00:00:00";16;9840;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-03 00:00:00";16;9220;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-04 00:00:00";16;8930;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-05 00:00:00";16;8640;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-06 00:00:00";16;8350;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-07 00:00:00";16;8350;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-08 00:00:00";16;8350;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-09 00:00:00";16;8070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-10 00:00:00";16;8070;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-11 00:00:00";16;7510;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-12 00:00:00";16;7230;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-13 00:00:00";16;7230;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-14 00:00:00";16;7230;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-15 00:00:00";16;7230;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-16 00:00:00";16;7230;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-17 00:00:00";16;6950;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-18 00:00:00";16;6950;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-19 00:00:00";16;6950;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-20 00:00:00";16;6670;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-21 00:00:00";16;6670;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-22 00:00:00";16;6400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-23 00:00:00";16;6400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-24 00:00:00";16;6140;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-25 00:00:00";16;6140;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-26 00:00:00";16;6140;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-27 00:00:00";16;5900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-28 00:00:00";16;6140;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-29 00:00:00";16;6140;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-11-30 00:00:00";16;6140;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-01 00:00:00";16;6140;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-02 00:00:00";16;6140;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-03 00:00:00";16;6140;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-04 00:00:00";16;5900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-05 00:00:00";16;5900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-06 00:00:00";16;5660;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-07 00:00:00";16;5660;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-08 00:00:00";16;5660;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-09 00:00:00";16;5420;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-10 00:00:00";16;5420;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-11 00:00:00";16;6400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-12 00:00:00";16;7230;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-13 00:00:00";16;6400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-14 00:00:00";16;7230;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-15 00:00:00";16;7230;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-16 00:00:00";16;6950;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-17 00:00:00";16;6670;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-18 00:00:00";16;6670;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-19 00:00:00";16;6670;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-20 00:00:00";16;6140;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-21 00:00:00";16;6670;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-22 00:00:00";16;7230;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-23 00:00:00";16;6400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-24 00:00:00";16;5900;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-25 00:00:00";16;5420;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-26 00:00:00";16;5200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-27 00:00:00";16;5200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-28 00:00:00";16;5200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-29 00:00:00";16;5200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-30 00:00:00";16;5200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1979-12-31 00:00:00";16;5200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-01 00:00:00";16;4030;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-02 00:00:00";16;4030;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-03 00:00:00";16;5580;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-04 00:00:00";16;5850;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-05 00:00:00";16;6400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-06 00:00:00";16;6400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-07 00:00:00";16;6400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-08 00:00:00";16;6400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-09 00:00:00";16;6130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-10 00:00:00";16;6130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-11 00:00:00";16;6130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-12 00:00:00";16;6130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-13 00:00:00";16;6130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-14 00:00:00";16;6130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-15 00:00:00";16;6130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-16 00:00:00";16;6130;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-17 00:00:00";16;5850;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-18 00:00:00";16;5850;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-19 00:00:00";16;5580;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-20 00:00:00";16;4750;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-21 00:00:00";16;4750;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-22 00:00:00";16;4480;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-23 00:00:00";16;3930;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-24 00:00:00";16;4200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-25 00:00:00";16;4200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-26 00:00:00";16;4200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-27 00:00:00";16;4200;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-28 00:00:00";16;3930;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-29 00:00:00";16;3930;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-30 00:00:00";16;3930;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-01-31 00:00:00";16;3930;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-02-01 00:00:00";16;4400;20;10;0;<FLG>
X0434010;X043401001;QmnJ;1;"1980-02-02 00:00:00";16;4200;20;10;0;<FLG>
